产业,standard_chain,stage,node_id,node_name,match_status,park_count
国防科技产业,高端装备与智能制造产业链,下游,node-006,行业智能制造应用与运维,已匹配（产业分类）,7
国防科技产业,高端装备与智能制造产业链,中游,node-005,高端装备制造与激光加工,已匹配（产业分类）,7
大消费,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类）,315
大消费,纺织产业链,下游,node-051,服装家纺、品牌渠道与终端消费,已匹配（产业分类）,315
大消费,食品饮料产业链,下游,node-027,品牌渠道、餐饮零售与消费服务,已匹配（产业分类）,315
家电数码,半导体与集成电路产业链,下游,node-048,电子终端、汽车与工业芯片应用,已匹配（产业分类+园区名称）,3
家电数码,半导体与集成电路产业链,中游,node-047,芯片设计、制造、封测与集成电路,已匹配（产业分类+园区名称）,3
家电数码,数据要素与数字经济产业链,上游,node-001,数据资源采集与基础设施,已匹配（产业分类+园区名称）,5
家电数码,数据要素与数字经济产业链,中游,node-002,数据治理、流通与服务,已匹配（产业分类+园区名称）,5
家电数码,新型显示与虚拟现实产业链,上游,node-052,显示材料、光学器件与核心部件,已匹配（产业分类+园区名称）,17
家电数码,新型显示与虚拟现实产业链,上游,node-052,显示材料、光学器件与核心部件,已匹配（产业分类）,849
家电数码,新型显示与虚拟现实产业链,下游,node-054,沉浸式内容、行业应用与消费场景,已匹配（产业分类+园区名称）,17
家电数码,新型显示与虚拟现实产业链,下游,node-054,沉浸式内容、行业应用与消费场景,已匹配（产业分类）,849
家电数码,新型显示与虚拟现实产业链,中游,node-053,显示面板、终端与VR设备制造,已匹配（产业分类+园区名称）,17
家电数码,新型显示与虚拟现实产业链,中游,node-053,显示面板、终端与VR设备制造,已匹配（产业分类）,849
家电数码,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,1
家电数码,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（产业分类+园区名称）,1
家电数码,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,1
家电数码,智能物联与消费电子产业链,上游,node-016,传感器、芯片模组与基础器件,已匹配（产业分类+园区名称）,17
家电数码,智能物联与消费电子产业链,上游,node-016,传感器、芯片模组与基础器件,已匹配（产业分类）,849
家电数码,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类+园区名称）,17
家电数码,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类）,849
家电数码,智能物联与消费电子产业链,中游,node-017,智能终端、家电与物联平台,已匹配（产业分类+园区名称）,17
家电数码,智能物联与消费电子产业链,中游,node-017,智能终端、家电与物联平台,已匹配（产业分类）,849
家电数码,机器人产业链,上游,node-040,核心零部件、控制器与传感系统,已匹配（产业分类+园区名称）,2
家电数码,机器人产业链,下游,node-042,工业、服务与特种场景应用,已匹配（产业分类+园区名称）,2
家电数码,机器人产业链,中游,node-041,机器人本体制造与系统集成,已匹配（产业分类+园区名称）,2
家电数码,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类+园区名称）,2
家电数码,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类+园区名称）,2
家电数码,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类+园区名称）,2
建材冶金,基础设施与城市建设产业链,上游,node-007,规划设计、建材与工程准备,已匹配（产业分类+园区名称）,1
建材冶金,基础设施与城市建设产业链,上游,node-007,规划设计、建材与工程准备,已匹配（产业分类）,374
建材冶金,基础设施与城市建设产业链,下游,node-009,城市运营、公用事业与物业服务,已匹配（产业分类+园区名称）,1
建材冶金,基础设施与城市建设产业链,下游,node-009,城市运营、公用事业与物业服务,已匹配（产业分类）,374
建材冶金,基础设施与城市建设产业链,中游,node-008,基础设施建设与房地产开发,已匹配（产业分类+园区名称）,1
建材冶金,基础设施与城市建设产业链,中游,node-008,基础设施建设与房地产开发,已匹配（产业分类）,374
建材冶金,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,1
建材冶金,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类）,374
建材冶金,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,1
建材冶金,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类）,374
建材冶金,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类+园区名称）,1
建材冶金,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类+园区名称）,1
建材冶金,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类+园区名称）,1
房地产建筑,基础设施与城市建设产业链,上游,node-007,规划设计、建材与工程准备,已匹配（产业分类+园区名称）,1
房地产建筑,基础设施与城市建设产业链,上游,node-007,规划设计、建材与工程准备,已匹配（产业分类）,119
房地产建筑,基础设施与城市建设产业链,下游,node-009,城市运营、公用事业与物业服务,已匹配（产业分类+园区名称）,1
房地产建筑,基础设施与城市建设产业链,下游,node-009,城市运营、公用事业与物业服务,已匹配（产业分类）,119
房地产建筑,基础设施与城市建设产业链,中游,node-008,基础设施建设与房地产开发,已匹配（产业分类+园区名称）,1
房地产建筑,基础设施与城市建设产业链,中游,node-008,基础设施建设与房地产开发,已匹配（产业分类）,119
房地产建筑,智能物联与消费电子产业链,上游,node-016,传感器、芯片模组与基础器件,已匹配（产业分类+园区名称）,1
房地产建筑,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类+园区名称）,1
房地产建筑,智能物联与消费电子产业链,中游,node-017,智能终端、家电与物联平台,已匹配（产业分类+园区名称）,1
文化创意,数据要素与数字经济产业链,上游,node-001,数据资源采集与基础设施,已匹配（产业分类+园区名称）,2
文化创意,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,已匹配（产业分类+园区名称）,7
文化创意,数据要素与数字经济产业链,下游,node-003,数字经济场景应用与内容创意,已匹配（产业分类）,1051
文化创意,数据要素与数字经济产业链,中游,node-002,数据治理、流通与服务,已匹配（产业分类+园区名称）,2
文化创意,新型显示与虚拟现实产业链,下游,node-054,沉浸式内容、行业应用与消费场景,已匹配（产业分类+园区名称）,7
文化创意,新型显示与虚拟现实产业链,下游,node-054,沉浸式内容、行业应用与消费场景,已匹配（产业分类）,1051
文化创意,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,2
文化创意,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,2
文化创意,纺织产业链,上游,node-049,纤维原料与纺织材料,已匹配（产业分类+园区名称）,2
文化创意,纺织产业链,下游,node-051,服装家纺、品牌渠道与终端消费,已匹配（产业分类+园区名称）,2
文化创意,纺织产业链,中游,node-050,纺纱织造、印染与面料制造,已匹配（产业分类+园区名称）,2
文化创意,高端装备与智能制造产业链,中游,node-005,高端装备制造与激光加工,已匹配（产业分类+园区名称）,1
机械设备,半导体与集成电路产业链,上游,node-046,半导体材料与制造设备,已匹配（产业分类+园区名称）,9
机械设备,半导体与集成电路产业链,上游,node-046,半导体材料与制造设备,已匹配（产业分类）,385
机械设备,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,3
机械设备,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（产业分类+园区名称）,3
机械设备,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,3
机械设备,新能源与电力装备产业链,中游,node-014,发电、储能与输配电装备,已匹配（产业分类+园区名称）,9
机械设备,新能源与电力装备产业链,中游,node-014,发电、储能与输配电装备,已匹配（产业分类）,385
机械设备,机器人产业链,上游,node-040,核心零部件、控制器与传感系统,已匹配（产业分类+园区名称）,9
机械设备,机器人产业链,上游,node-040,核心零部件、控制器与传感系统,已匹配（产业分类）,385
机械设备,机器人产业链,中游,node-041,机器人本体制造与系统集成,已匹配（产业分类+园区名称）,9
机械设备,机器人产业链,中游,node-041,机器人本体制造与系统集成,已匹配（产业分类）,385
机械设备,汽车与智能网联汽车产业链,上游,node-022,汽车材料、零部件与电子电气,已匹配（产业分类+园区名称）,1
机械设备,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,6
机械设备,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,6
机械设备,高端装备与智能制造产业链,上游,node-004,关键基础件与工业母机,已匹配（产业分类+园区名称）,9
机械设备,高端装备与智能制造产业链,上游,node-004,关键基础件与工业母机,已匹配（产业分类）,385
机械设备,高端装备与智能制造产业链,下游,node-006,行业智能制造应用与运维,已匹配（产业分类+园区名称）,9
机械设备,高端装备与智能制造产业链,下游,node-006,行业智能制造应用与运维,已匹配（产业分类）,385
机械设备,高端装备与智能制造产业链,中游,node-005,高端装备制造与激光加工,已匹配（产业分类+园区名称）,9
机械设备,高端装备与智能制造产业链,中游,node-005,高端装备制造与激光加工,已匹配（产业分类）,385
汽车工业,汽车与智能网联汽车产业链,上游,node-022,汽车材料、零部件与电子电气,已匹配（产业分类+园区名称）,16
汽车工业,汽车与智能网联汽车产业链,上游,node-022,汽车材料、零部件与电子电气,已匹配（产业分类）,49
汽车工业,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,16
汽车工业,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类）,49
汽车工业,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,16
汽车工业,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类）,49
环保节能,新材料产业链,上游,node-034,矿物、化工与基础材料原料,已匹配（产业分类+园区名称）,4
环保节能,新材料产业链,下游,node-036,材料应用与高端制造配套,已匹配（产业分类+园区名称）,4
环保节能,新材料产业链,中游,node-035,先进材料制备与加工,已匹配（产业分类+园区名称）,4
环保节能,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类+园区名称）,23
环保节能,绿色环保与资源循环产业链,上游,node-031,环保装备、监测与资源回收基础,已匹配（产业分类）,188
环保节能,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类+园区名称）,23
环保节能,绿色环保与资源循环产业链,下游,node-033,园区、市政与企业绿色运营,已匹配（产业分类）,188
环保节能,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类+园区名称）,23
环保节能,绿色环保与资源循环产业链,中游,node-032,污染治理与节能降碳服务,已匹配（产业分类）,188
电子产业,半导体与集成电路产业链,上游,node-046,半导体材料与制造设备,已匹配（产业分类+园区名称）,5
电子产业,半导体与集成电路产业链,上游,node-046,半导体材料与制造设备,已匹配（产业分类）,92
电子产业,半导体与集成电路产业链,下游,node-048,电子终端、汽车与工业芯片应用,已匹配（产业分类+园区名称）,5
电子产业,半导体与集成电路产业链,下游,node-048,电子终端、汽车与工业芯片应用,已匹配（产业分类）,92
电子产业,半导体与集成电路产业链,中游,node-047,芯片设计、制造、封测与集成电路,已匹配（产业分类+园区名称）,5
电子产业,半导体与集成电路产业链,中游,node-047,芯片设计、制造、封测与集成电路,已匹配（产业分类）,92
电子产业,新一代信息基础设施产业链,上游,node-028,通信与算力硬件设备,已匹配（产业分类+园区名称）,5
电子产业,新一代信息基础设施产业链,上游,node-028,通信与算力硬件设备,已匹配（产业分类）,92
电子产业,新一代信息基础设施产业链,下游,node-030,云网算服务与行业数字化支撑,已匹配（产业分类+园区名称）,5
电子产业,新一代信息基础设施产业链,下游,node-030,云网算服务与行业数字化支撑,已匹配（产业分类）,92
电子产业,新一代信息基础设施产业链,中游,node-029,5G网络、数据中心与云边平台,已匹配（产业分类+园区名称）,5
电子产业,新一代信息基础设施产业链,中游,node-029,5G网络、数据中心与云边平台,已匹配（产业分类）,92
电子产业,新型显示与虚拟现实产业链,上游,node-052,显示材料、光学器件与核心部件,已匹配（产业分类+园区名称）,5
电子产业,新型显示与虚拟现实产业链,上游,node-052,显示材料、光学器件与核心部件,已匹配（产业分类）,92
电子产业,新型显示与虚拟现实产业链,下游,node-054,沉浸式内容、行业应用与消费场景,已匹配（产业分类+园区名称）,5
电子产业,新型显示与虚拟现实产业链,下游,node-054,沉浸式内容、行业应用与消费场景,已匹配（产业分类）,92
电子产业,新型显示与虚拟现实产业链,中游,node-053,显示面板、终端与VR设备制造,已匹配（产业分类+园区名称）,5
电子产业,新型显示与虚拟现实产业链,中游,node-053,显示面板、终端与VR设备制造,已匹配（产业分类）,92
电子产业,智能物联与消费电子产业链,上游,node-016,传感器、芯片模组与基础器件,已匹配（产业分类+园区名称）,5
电子产业,智能物联与消费电子产业链,上游,node-016,传感器、芯片模组与基础器件,已匹配（产业分类）,92
电子产业,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类+园区名称）,5
电子产业,智能物联与消费电子产业链,下游,node-018,智慧家庭、行业物联与消费场景,已匹配（产业分类）,92
电子产业,智能物联与消费电子产业链,中游,node-017,智能终端、家电与物联平台,已匹配（产业分类+园区名称）,5
电子产业,智能物联与消费电子产业链,中游,node-017,智能终端、家电与物联平台,已匹配（产业分类）,92
电子产业,机器人产业链,上游,node-040,核心零部件、控制器与传感系统,已匹配（产业分类+园区名称）,3
电子产业,机器人产业链,下游,node-042,工业、服务与特种场景应用,已匹配（产业分类+园区名称）,3
电子产业,机器人产业链,中游,node-041,机器人本体制造与系统集成,已匹配（产业分类+园区名称）,3
电子产业,汽车与智能网联汽车产业链,下游,node-024,出行服务、后市场与自动驾驶应用,已匹配（产业分类+园区名称）,1
电子产业,汽车与智能网联汽车产业链,中游,node-023,整车制造与智能网联系统集成,已匹配（产业分类+园区名称）,1
电子产业,纺织产业链,上游,node-049,纤维原料与纺织材料,已匹配（产业分类+园区名称）,1
电子产业,纺织产业链,下游,node-051,服装家纺、品牌渠道与终端消费,已匹配（产业分类+园区名称）,1
电子产业,纺织产业链,中游,node-050,纺纱织造、印染与面料制造,已匹配（产业分类+园区名称）,1
电子信息,人工智能产业链,上游,node-043,数据、算力与模型基础,已匹配（产业分类+园区名称）,44
电子信息,人工智能产业链,上游,node-043,数据、算力与模型基础,已匹配（产业分类）,2989
电子信息,人工智能产业链,下游,node-045,行业智能化应用与AI服务,已匹配（产业分类+园区名称）,44
电子信息,人工智能产业链,下游,node-045,行业智能化应用与AI服务,已匹配（产业分类）,2989
电子信息,人工智能产业链,中游,node-044,智能感知、语音视觉与平台工具,已匹配（产业分类+园区名称）,44
电子信息,人工智能产业链,中游,node-044,智能感知、语音视觉与平台工具,已匹配（产业分类）,2989
电子信息,半导体与集成电路产业链,上游,node-046,半导体材料与制造设备,已匹配（产业分类+园区名称）,44
电子信息,半导体与集成电路产业链,上游,node-046,半导体材料与制造设备,已匹配（产业分类）,2989
电子信息,半导体与集成电路产业链,下游,node-048,电子终端、汽车与工业芯片应用,已匹配（产业分类+园区名称）,44
电子信息,半导体与集成电路产业链,下游,node-048,电子终端、汽车与工业芯片应用,已匹配（产业分类）,2989
电子信息,半导体与集成电路产业链,中游,node-047,芯片设计、制造、封测与集成电路,已匹配（产业分类+园区名称）,44
电子信息,半导体与集成电路产业链,中游,node-047,芯片设计、制造、封测与集成电路,已匹配（产业分类）,2989
电子信息,基础设施与城市建设产业链,下游,node-009,城市运营、公用事业与物业服务,已匹配（产业分类+园区名称）,1
电子信息,基础设施与城市建设产业链,中游,node-008,基础设施建设与房地产开发,已匹配（产业分类+园区名称）,1
电子信息,数据要素与数字经济产业链,上游,node-001,数据资源采集与基础设施,已匹配（产业分类+园区名称）,5
电子信息,数据要素与数字经济产业链,中游,node-002,数据治理、流通与服务,已匹配（产业分类+园区名称）,5
电子信息,新一代信息基础设施产业链,上游,node-028,通信与算力硬件设备,已匹配（产业分类+园区名称）,44
电子信息,新一代信息基础设施产业链,上游,node-028,通信与算力硬件设备,已匹配（产业分类）,2989
电子信息,新一代信息基础设施产业链,下游,node-030,云网算服务与行业数字化支撑,已匹配（产业分类+园区名称）,44
电子信息,新一代信息基础设施产业链,下游,node-030,云网算服务与行业数字化支撑,已匹配（产业分类）,2989
电子信息,新一代信息基础设施产业链,中游,node-029,5G网络、数据中心与云边平台,已匹配（产业分类+园区名称）,44
电子信息,新一代信息基础设施产业链,中游,node-029,5G网络、数据中心与云边平台,已匹配（产业分类）,2989
电子信息,新型显示与虚拟现实产业链,上游,node-052,显示材料、光学器件与核心部件,已匹配（产业分类+园区名称）,44
电子信息,新型显示与虚拟现实产业链,上游,node-052,显示材料、光学器件与核心部件,已匹配（产业分类）,2989
电子信息,新型显示与虚拟现实产业链,下游,node-054,沉浸式内容、行业应用与消费场景,已匹配（产业分类+园区名称）,44
